,,,,
대학 감사 지적 사례 검색 서비스,,,,
,,,,
검색구분,"검색구분(학교명, 제목, 지적내용)",,,
,,,,
검색기간,,,,
,,,,
,,,,
연도,학교명,구분,제    목,지적내용
2021,송호대학교,회계부분감사,이사회 회의록 작성 및 공개 부적정,"◦ 사립학교법 제17조 및 제18조에 따르면 이사장은
필요하다고 인정할 때에는 이사회를 소집할 수 있고,
이사회를 소집할 때에는 늦어도 회의 7일 전까지
회의의 목적을 밝혀 각 이사에게 통지하여야 하고,
이사회는 정관에 특별한 규정이 없으면 재적이사
과반수의 출석으로 개의하고, 정관으로 정한 이사 정수
과반수의 찬성으로 의결한다고 되어 있으며, 학교법인
송호학원 정관 제28조 제1항 및 제30조 제2항에
따르면 이사회는 재적이사 과반수가 출석하지 아니
하면 개회하지 못하고, 이사회를 소집하고자 할 때에는
적어도 회의 7일전 회의의 목적을 명시하여 각 이사
에게 통지하여야 한다. 다만, 이사 전원이 집합되고
그 전원이 이사회의 개최를 요구한 때에는 예외로
한다고 되어 있고, 사립학교법 제5조 제1항에 따라
준용되는 국가공무원법 제56조에 따르면 모든
공무원은 법령을 준수하며 성실히 직무를 수행하여야
한다고 되어 있으며, 송호대학교 교직원 복무규정
제4조에 따르면 교직원은 제규정 및 직무상의 명령을
준수하여 근무기강을 확립하고 권리와 의무를 성실히
수행하여야 하고, 공사를 분별하여 공정하게 업무를
처리하고 인권을 존중하며 친절하고 신속·정확하게
업무를 처리하여야 한다고 되어 있는데도,
- 송호대학교 G는 “송호학원 2021학년도 제2차 이사회
(2021. 4. 28. 개최)”에서 ○과 H에 대한 징계의결 요구
제청 심의 안건이 원안 심의·의결되었음에도, 2021. 5. 6.
I에게 지시하여 “현재 대학평가가 5월 28일까지 진행되
므로 청와대 국민청원 게시판에 제기된 민원에 대하여
5월 28일 이후 ▽▽경찰서 사이버수사대에 수사를
의뢰하고 수사 결과에 따라 징계 의결을 심의”한다는
내용*으로 H에 대한 징계의결 요구 제청 심의 안건 관련
이사회 회의록을 변경하도록 한 사실이 있고,
* 2021. 5월 초 날짜 미상일 송호대 교무회의에서 논의
- 이에 따라, I는 2021. 5. 7. 위 G가 지시한 내용으로
이사회 회의록을 변경하여 참석 이사들의 자필 서명
없이 학교법인 홈페이지에 공개하였고, 별도의 이사회
소집 없이 위 변경한 내용으로 참석 이사들에게 개별
보고 후, 2021. 5. 18. 위 회의록에 이사들의 자필 동의
서명을 받은 회의록으로 학교법인 홈페이지에 공개한
사실이 있음"
2021,송호대학교,회계부분감사,교원 징계업무 처리 부적정,"◦ 학교법인 송호학원 정관 제58조 및 제61조, 송호
대학교 교원인사 규정 제31조의2 제2항 제2호에 따르면
교원징계위원회가 징계의결 요구를 받은 때에는 그
요구서를 접수한 날로부터 60일 이내에 징계에 관한
의결을 하여야 하고, 부득이한 사유가 있을 때에는
당해 징계위원회의 의결로 30일의 범위 안에서 1차에
한하여 그 기한을 연장할 수 있으며, 교원의 임면권자가
교원에 대한 징계의결을 요구할 때에는 징계의결
요구와 동시에 징계 대상자에게 징계 사유를 기재한
설명서를 송부하여야 하고, 징계의결이 요구된 교원에
대하여는 직위를 부여하지 않는다고 되어 있으며, 송호
대학교 교직원 복무규정 제4조에 따르면 교직원은
제규정 및 직무상의 명령을 준수하여 근무기강을 확립
하고 권리와 의무를 성실히 수행하여야 하고, 교직원은
공사를 분별하여 공정하게 업무를 처리하고 인권을
존중하며 친절하고 신속·정확하게 업무를 처리하여야
한다고 되어 있는데도,
【직위해제 미조치 및 징계 처리 지연】--------①
- 학교법인 송호학원은 2020. 10. 15. 교원징계위원회에
“중징계” 의결 요구된(사유 : 성실 의무, 청렴 의무 및 품위유지
의무 위반 등) □과 L에 대해 직위해제 조치도 하지 아니
하고, 징계의결 요구일로부터 12일이 경과한 2020. 10. 27.
징계 사유 설명서를 L에게 송부한 사실이 있으며,
- 2021. 1. 30. 교원징계위원회에서 위 L에 대해 “교원
인사위원회에 이첩하여 재검토 후 재심의 의결”한(사유
: 소명 기회 미부여, 증빙자료 추가 검토 필요 등) 징계의결서를
접수하고도, 43일이 경과한 2021. 1. 1. 해당 의결사항을
송호대학교 총장에게 통보한 사실이 있음
- 나아가, 징계의결 요구일(2020. 10. 15.)로부터 432일이
경과한 2021. 12. 2. 감사일 현재까지 교원인사위원회로
부터 위 L의 징계에 대한 재검토 및 재심의 요청이
없는데도 아무런 조치 없이 방치한 사실이 있음
【징계의결 요구 제청 미실시】---------------②
- 또한, 학교법인 송호학원은 2021. 4. 28. 개최된 2021
학년도 제2차 이사회에서 ○과 H에 대한 징계의결
요구 제청 심의 안건을 “수사 의뢰 후 수사 결과에 따라
징계의결 심의”하는 것으로 의결*하였음에도, 2021. 8. 19.
◁◁경찰서로부터 수사결과(고소인등·불송치) 통지를 받
고도 2021. 12. 2. 감사일 현재까지 위 H에 대한 징계
의결 요구 제청 심의를 하지 않고 있는 사실이 있음
* ‘21.4.28. H에 대해 징계의결요구 제청 안건이 원안 심의·의결 되었
으나, ’21.5.18. “청와대 국민청원 게시판에 제기된 민원에 대하여 5월
28일 이후 ◁◁경찰서 사이버수사대에 수사를 의뢰하고 수사 결과에
따라 징계 의결을 심의”한다는 내용을 추가(변경)하여 이사들의 동의
서명"
2021,송호대학교,회계부분감사,국고사업비 집행 부적정,"◦ 특성화 전문대학 육성사업 관리 운영지침 제38조에
따르면 국가를 당사자로 하는 계약에 관한 법률 및
시행령 을 위반하여 집행하는 경우에는 사업비 부당
사용으로 본다고 되어 있고, 국가를 당사자로 하는
계약에 관한 법률 제7조, 제14조 및 제15조에 따르면
계약을 체결하려면 일반경쟁에 부쳐야 하고, 계약
상대자가 계약의 전부 또는 일부를 이행하면 이를 확인
하기 위하여 계약서 등에 의하여 검사하고 검사조서를
작성하여야 하며, 검사를 하거나 검사조서를 작성한
후에 그 대가를 지급하여야 하고, 같은 법 시행령
제26조에 따르면 추정가격이 2천만원 이하인 물품의
제조·구매계약 또는 용역계약의 경우 수의계약을
할 수 있다고 되어 있는데도,
【계약 미이행 상태 대가 지급】-------------①
- 송호대학교는 2018. 1. 15. “특성화 전문대학(SCK)
육성사업”으로 (사)◇◇협회(대표 M)와 ‘SCK사업 평생
직업교육대학 원격교육시스템 도입 구축 용역’(계약
금액 : 360,00천원, 계약기간 : ‘18. 1. 15. ~ ’19. 2. 23.) 계약을
체결하고, 2019. 2. 28. 계약 이행이 완료되지 않은
상태에서 검사 없이 잔금 108,00천원을 위 (사)◇◇
협회에 지급하는 등【붙임1】“계약 미이행 상태 잔금
지급 현황”과 같이 2019. 2. 28. 위 (사)◇◇협회에 위
‘SCK사업 평생직업교육대학 원격교육시스템 도입
구축 용역’ 등 2건의 계약 이행이 완료되지 않은 상태
에서 검사 없이 잔금 합계 170,00천원을 지급한 사실이
있음
【일반경쟁입찰 대상 수의계약 체결】---------②
- 송호대학교는 2019. 1. 23. 일반경쟁입찰 대상인 ‘SCK
사업 2018 NCS기반 학습직무능력 향상 프로그램
운영 용역(계약금액 49,00천원)’ 계약을 위 ◇◇협회와
수의계약으로 체결하는 등【붙임2】“일반경쟁입찰
대상 수의계약 현황”과 같이 2019. 1.부터 2019. 2.까지
위 ‘SCK사업 2018 NCS기반 학습직무능력 향상 프로
그램 운영 용역’ 등 일반경쟁입찰 대상 계약 4건(계약
금액 합계 141,481천원)을 수의계약으로 체결한 사실이
있음"
2021,송호대학교,회계부분감사,산학협력단 임차자산 위탁운영비 미징수,"◦ 산업교육진흥 및 산학연협력촉진에 관한 법률 시행령
제27조에 따르면 산학협력단의 회계처리는 신뢰할 수
있도록 객관적인 자료와 증거에 따라 공정하게 하여야
한다고 되어 있고, “커피전문점 위탁운영계약서”(위탁자 :
송호대학교 산학협력단, 수탁자 : ‘♤♤’) 제3조에 따르면
수탁자는 연 운영비 3,840,00원을 위탁자에게 지급
하고, 영업에 필요한 제세공과금 및 전기료, 상·하
수도료, 통신료 등은 수탁자가 관련기관에 직접 납부
함을 원칙으로 한다고 되어 있는데도,
- 송호대학교 산학협력단은 2020. 5. 4. ‘♤♤’(대표 O)과
ㄱ역사 내 커피 전문점*(상호 : ‘♧♧’)에 대한 위탁운영
계약을 체결한 후, 2021. 12. 감사일 현재까지 체납된
운영비 2,650,950원을 위 ‘♤♤’으로부터 징수하지
않은 사실이 있고,
* 2020. 3. 31. 한국철도공사로부터 ㄱ역내 매장을 커피전문점
운영 목적으로 임차(계약기간 : 2020. 4. 1. ~ 202. 12. 31.,
임대료 : (`20.) 2,274,940원, (`21.) 3,015,970원)
- 또한, 2020. 1. 27. 위 ‘♤♤’이 부담하여야 할 전기
시설유지관리비 및 수도세 259,10원을 산학협력단
회계에서 집행하는 등【붙임】“수탁자 부담 공공요금
산학협력단회계 집행 현황“과 같이 2020. 1.부터 2021. 9.
까지 총 6차례에 걸쳐 위 ‘♤♤’이 부담하여야 할
공공요금 합계 436,762원을 산학협력단 회계에서
집행한 사실이 있음"
2021,송호대학교,회계부분감사,교원 신규임용 및 면직 처리 부적정,"【교원 신규임용에 관한 사항】---------------①
◦ 사립학교법 제54조의3 제5항에 따르면 국가공무원법
제3조 각 호의 결격사유에 해당하는 자는 교원(기간제
교원 포함*)으로 임용될 수 없다고 되어 있고, 교육부
보안업무규정 시행세칙 제6조 및 제7조에 따르면
사립학교 교직원은 임용 전 신원조사를 실시하여야
하며, 그 결과 회보사항을 신중히 고려하여 임용하여야
한다고 되어있고, 송호대학교 교원인사규정 제12조
제8항에 따르면 교원을 임면할 경우 반드시 신원조사를
하여야 한다고 되어 있는데도,
* 강사, 겸임교원등의 경우 2019. 8. 1.부터 적용
- 송호대학교는 2018. 2. 1. △과 P를 신규임용하면서
신원조사 및 결격사유 조회를 하지 않고 학교법인에
임용 제청하는 등【붙임1】“신원조사 및 결격사유 조회
미실시 현황”과 같이 2018.부터 2021. 12. 감사일 현재
까지 위 P 등 85명을 신규임용하면서 신원조사 및 결격
사유 조회를 하지 않고 학교법인 송호학원에 임용 제청한
사실이 있음
【교원 의원면직 처리에 관한 사항】-----------②
◦ 사립학교법 제61조의2 제1항 및 제4항에 따르면
교원의 임용권자는 의원면직을 신청한 교원이 비위와
관련하여 형사사건으로 기소 중인 경우, 교원징계위원회에
중징계 의결을 요구 중인 경우, 감사원·검찰·경찰 및
그 밖의 수사기관에서 비위와 관련하여 조사 또는
수사 중인 경우, 관할청의 감사부서 등에서 비위와
관련하여 감사 또는 조사 중인 경우에는 의원면직을
허용해서는 아니 되고, 교원이 의원면직을 신청한 경우
해당 교원이 의원면직 제한대상에 해당하는지 여부를
감사원과 검찰·경찰, 그 밖의 수사기관에 확인하여야
한다고 되어 있는데도,
- 송호대학교는 2018. 8. 1. ▷과 Q에 대한 의원면직
제한 대상 해당 여부를 감사원과 검찰·경찰, 그 밖의
수사기관에 확인하지 아니하고 면직 처리 하는 등
【붙임2】“의원면직 제한 대상 해당 여부 미확인 현황”과
같이 2018. 8.부터 2021. 7.까지 위 Q 등 17명에 대한
의원면직 제한 대상 해당 여부를 감사원과 검찰·경찰,
그 밖의 수사기관에 확인하지 아니하고 면직 처리한
사실이 있음"
2021,송호대학교,회계부분감사,학적관리 및 충원율 정보공시 부당,"【외국인 학생 입학 미취소에 관한 사항】-------①
◦ 송호대학교 학칙 제15조 제2항, 학칙 시행 세칙
제50조 제2항 및 제3항에 따르면 입학이 허가된 자는
총장이 정하는 기간 내에 납입금을 납부하고 등록하여야
하며, 등록금을 납부한 자는 총장이 지정하는 관계서류를
제출하고 수학에 필요한 절차를 완료해야 하고, 지정
기일 내에 이를 완료하지 아니할 때는 입학을 취소
할 수 있다고 되어있으며, 송호대학교 수강신청 규정
제2조 및 제3조에 따르면 등록은 현금등록과 학과등록
(수강신청)으로 나누고, 학생은 학칙에서 정하고 있는
수강신청 절차에 따라 수강신청하고 학사일정 상정하는
소정의 기일내로 개별 수강료를 납부하여야 수강신청을
완료한 것으로 보며, 지정한 소정 기일 내에 수강신청
하지 않은 자의 당해 학기 납입금은 등록금 반환 지침에
따라 처리한다고 되어 있고, 교육관련기관의 정보공개에
관한 특례법 제6조에 따르면 고등교육을 실시하는
학교의 장은 그 기관이 보유·관리하고 있는 충원율과
재학생 수 등 학생현황에 관한 사항을 매년 1회 이상
공시하도록 되어 있는데도,
- 송호대학교는 2019학년도 ▽과에 합격(정원내 자율모집)한
R이 비자 발급 지연으로 지정기간(2019. 2. 25. ~ 2019. 3. 1.) 내
학칙 등에 따른 학과등록(수강신청)을 하지 못하였음
에도 입학 취소 및 등록금 반환 처리를 하지 아니하고
‘신입생 충원율’ 정보공시에 포함·공시*하는 등【붙임1】
“입학 미취소 외국인 학생 신입생 및 재학생 충원율
반영 현황”과 같이 2019학년도부터 2021학년도까지 위
R 등 비자 발급 지연으로 지정기간 내 학칙 등에 따른
학과등록(수강신청)을 하지 못한 외국인 학생 38명에
대해 입학 취소 및 등록금 반환 처리를 하지 아니하고
‘신입생 충원율’ 정보공시에 포함·공시한 사실이 있으며,
* R은 2019. 4. 1. 자퇴원을 제출하여 2019. 4. 2. 자퇴제적 처리될
때까지 학적 유지
◾나아가, 위 38명 중 R 등 35명을 ‘재학생 충원율’ 정보
공시에 포함·공시한 사실이 있음
※ 감사지적사항 반영시 신입생 충월율
공시
년도
입학
정원
정원내 ( )
모집
인원
신입생 신입생 충원율
충원율
기공시 오차 감사
지적
인원
감사
반영 기공시 감사
반영시
2019 329 329 30 1 29(△1) 91.2% 90.9% 0.3%P
2020 329 328 310 4 306(△4) 94.5% 93.3% 1.2%P
2021 326 326 279 3 246(△3) 85.6% 75.5% 10.1%P
【미등록 제적 지연 처리에 관한 사항】--------②
ㅇ 대학 등록금에 관한 규칙 제5조 제3항에 따르면
학교의 장은 학생이 그 보호자와 연서로 등록금(입학금은
제외한다) 납부연기신청을 하는 경우 부득이하다고
인정하는 때에는 해당 학기에 납부하여야 할 등록금의
3분의 1이상 3분의 2이하에 해당하는 금액에 대하여
그 납입기일을 2월간 연장할 수 있다고 되어 있고,
송호대학교 학칙 제23조 제1항 제4호에 따르면 학생이
정당한 사유 없이 매학기 소정기간에 등록을 완료하지
못할 경우 총장이 제적 처분할 수 있다고 되어 있으며,
송호대학교 학칙 시행 세칙 제51조에 따르면 재학생은
총장이 공고한 등록기간 내에 등록금을 납부하고 수강
신청 등 필요한 절차를 완료하여야 하고, 정당한 사유
없이 등록납부 및 절차를 이행하지 않을 시 재학할
의사가 없는 것으로 간주 미등록 제적 처리한다고
되어 있는데도,
- 송호대학교는 2018학년도 1학기 ◁과 학생 S가 재학생
등록기간(2018. 2. 26. ~ 3. 2.) 내 등록을 하지 아니하고, 학생
본인의 등록금 분납 신청이 없었는데도, ‘재학생 충원율’
산정 기준일(4. 1.자) 이후인 2018. 4. 26.까지 제적 처리를
지연한 채 ‘재학생 충원율’ 정보공시에 포함·공시하는 등
【붙임2】“미등록자 제적 처리 지연 재학생 충원율 반영
현황”과 같이 2018학년도부터 2021학년도까지 위 S
등 등록을 하지 아니한 학생 40명에 대해 정당한 사유
없이 ‘재학생 충원율’ 산정 기준일(4. 1.자) 이후 제적 처리
하고 ‘재학생 충원율’ 정보공시에 포함·공시한 사실이
있음
【제적(자퇴)·휴학 처리 지연에 관한 사항】------③
◦ 송호대학교 학칙 제19조 제1항, 제20조 제1항 및
제2조에 따르면 병역의무, 가사, 기타 부득이한 사유로
4주 이상 수업할 수 없을 때에는 보증인 연서로 휴학원을
제출하여 총장의 허가를 얻어 휴학할 수 있고, 휴학자는
휴학기간이 만료되거나 휴학사유가 소멸한 때에는
즉시 복학하여야 하며, 본인의 질병, 사망, 실종, 기타
부득이한 사유에 의하여 자퇴하고자 하는 자는 보증인
연서로 사유를 명시하여 총장의 허가를 받아야 한다고
되어있는데도,
- 송호대학교는 2018. 3. 23. ◇과 학생 T가 자퇴원을 제출
하였음에도 정당한 사유 없이 2018. 4. 10.까지 제적
(자퇴) 처리를 지연한 채 ‘재학생 충원율’ 정보공시에
포함·공시하였고, 2018. 3. 26. ◁과 학생 U가 휴학원을
제출하였음에도 2018. 4. 18.까지 휴학 처리를 지연한 채
‘재학생 충원율’ 정보공시에 포함·공시하는 등【붙임3】
“자퇴 및 휴학 처리 지연 재학생 충원율 반영 현황”과
같이 2018학년도부터 2021학년도까지 위 T 등 자퇴원을
제출한 17명 및 U 등 휴학원을 제출한 5명에 대해
‘재학생 충원율’ 산정 기준일(4. 1.자) 이후 제적(자퇴)
또는 휴학 처리하고 ‘재학생 충원율’ 정보공시에 포함·
공시한 사실이 있음
※ 참고자료 : 감사지적사항 반영시 재학생 충원율 [별첨]"
2021,송호대학교,회계부분감사,교수-배우자 간 대리 수강(출석) 및 학점 부여 부당,"◦ 사립학교법 제5조에 따라 준용되는 국가공무원 복무
규정 제2조 및 제4조에 따르면 공무원은 국민 전체의
봉사자로서 직무를 민주적이고 능률적으로 수행하기
위하여 창의와 성실로써 맡은 바 책임을 완수하여야
하고, 공사를 분별하고 인권을 존중하며 친절하고 신속·
정확하게 업무를 처리하여야 하며, 직무를 수행할 때
종교 등에 따른 차별 없이 공정하게 업무를 처리하여야
한다고 되어 있고, 송호대학교 교원인사규정 제24조에
따르면 교원은 법령과 규정을 준수하여 학원 발전의
사명감을 가지고 성실히 직무를 수행하여야 하며 친절
공정하게 집무하여야 한다고 되어 있고, 송호대학교
교육윤리운영규정 제12조 및 제16조에 따르면 교원은
학생이 기본교양과 전문능력, 기술을 갖추도록 교육 및
학생지도에 최선을 다하여야 하며, 법적의무를 초월
하여 고도의 윤리적, 도덕적 기준으로써 성실하고 정직
하게 강의를 진행하여야 하고, 공사의 구별을 명확하게
하며 교육자로서 학생에게 귀감이 되는 품위 있는
행동을 취하여야 하고, 학생의 학습활동에 대한 평가와
관련된 공정한 평가기준을 마련하여 명확히 제시하며,
그러한 평가기준에 적합한 평가를 수행하여야 하고,
성적평가에 있어 공정과 공평을 기하여야 한다고 되어
있으며, 송호대학교 학칙 제28조, 제29조 및 제31조에
따르면 각 교과목 총 수업시간 수의 4분의 1 이상을
결석한 자는 당해 교과목의 학점을 미취득(F)으로 처리
하고 질병 및 기타 부득이한 사유로 시험에 응시하지
못할 때에는 과목 담당교수는 그 사유와 명단을 교무처에
제출하여야 하며 총장의 승인을 득한 후 추가시험을
부과하여 성적을 평가할 수 있고 기타 관계법령을
위반하거나 부당한 방법에 의하여 취득한 성적은 취소
할 수 있다고 되어 있으며, 송호대학교 원격수업 콘텐츠
개발 및 운영규정 제9조에 따르면 원격수업의 출석
인정 기준 및 결석 처리 등에 관한 사항은 일반강좌에
적용되는 학칙상의 기준을 동일하게 적용하고 홍채
인식, 지문 인식, SMS 인증 등의 시스템으로 대리출석을
차단하며, 출석일수는 원격수업 운영시스템 상의 접속
횟수(접속시간), 출석수업 등을 종합적으로 평가하여 담당
교수가 정한다고 되어 있고, 송호대학교 장학금 지급
규정 [별표 1] ‘교내장학금’에 따르면 ‘교직원 및 가족
장학’의 경우 전임교원 및 직원의 배우자 및 직계
자녀가 그 선발대상이 되며, 전문대졸 이상 졸업자가
정원 내 입학하는 경우 등록금의 10%에 해당하는
장학금을 지급하되, 직전학기 백분위 환산 성적이 80점
이상인 경우에 수혜가능(신입생인 경우 입학학기에 한해
성적적용 제외)하다고 되어 있는데도,
- 송호대학교 V(♡과 교수)는 2021. 3. 2.부터 2021. 3. 4.까지
본인의 연구실(IP 192.168.X.XX)에서 2021학년도 ○과(정원내
정시모집)에 입학한 배우자 W(●●고등학교 ■■교사, 학번
*****)가 수강신청한 “기독교와 현대사회1”(담당교수 X)
과목의 온라인 수업 1회차를 W의 아이디로 접속하여
대리 출석·수강하는 등【붙임】“배우자(W) 학생 이러닝
시스템 접속(학습) 대리 출석·수강 현황”과 같이 2021. 3.
부터 2021. 12.까지 본인의 연구실에서 배우자 W가 수강
신청한 위 “기독교와 현대사회1” 등 온라인 수업
16개 교과목(V 본인 개설 교과목 2개* 포함)의 수업회차 합계
24회 중 총 14회를 W의 아이디로 접속하여 대리 출석·
수강한 사실이 있고,
* 논리로 풀어보는 인간관계(1학기/교양선택), 관계회복을 위한 소통
(2학기/교양선택)
- 나아가 위 V는 본인이 개설한 2021학년도 1학기 ‘논리로
풀어보는 인간관계’(교양선택, 2학점, 부분 상대평가)와 2학기
‘관계회복을 위한 소통’(교양선택, 2학점, 부분 상대평가)
교과목을 운영하면서, 과제물로 제출해야 할 내용을
수업시간 이후 별도로 배우자 W에게 문자 등으로
알려주어 과제물 제출의 편의를 제공해주었으며, 위
W가 직장 근무로 인해 사전 공지된 시험일시에 시험을
치를 수 없게 되자 총장 승인 없이 시험 당일 저녁
또는 해당 주간의 별도 일시에 추가시험을 치를 수
있도록 하였으면서도, 위 ‘논리로 풀어보는 인간관계’
교과목의 학점으로 A0(94점)를 부여(해당과목 전체 32명 중 2등)
하여 위 W의 1학기 전체 교과목 평점평균은 2.86(백분위
환산시 81.45점)이 되었으며, 그 결과, 위 W가 2021학년도
2학기에도 ‘교직원 및 가족장학’ 수혜를 받아 등록금
전액을 면제받도록 한 사실이 있음
※ W가 수강신청한 1학기 교과목(Pas/Fail 제외) 중 V의 교과목을
제외한 6개 교과목의 성적은 각각 B+, C+, C0, C+, B+, C+ 정도
이며, 2학기 교과목은 감사일 현재 성적 미확정"
2021,송호대학교,회계부분감사,수업 단축운영 부적정,"◦ 고등교육법 제21조 제3항 및 고등교육법 시행령
제14조 제1항에 따르면 교과의 이수는 평점과 학점제
등에 의하고, 학점당 필요한 이수시간은 학교가 교육
과정의 특성을 고려하여 교과별로 정하되, 매 학기
최소 15시간 이상으로 한다고 되어있으며, 송호대학교
학칙 제25조 및 제27조에 따르면 교과이수단위는
학점으로 하고, 학기 당 15시간 이상의 강의를 1학점
으로 하되, 실습·실기는 학기 당 15시간 이상 20시간
이내의 강의를 1학점으로 하며, 수업은 학점당 강의
시간을 충족하여야 하고, 미달되는 경우 보충강의를
실시하여야 한다고 되어있으며, 송호대학교 학칙 시행
세칙 제29조에 따르면 강의시간의 단위는 교시로
표기하고 주간은 1교시당 50분으로 하며, 부득이한
사정으로 강의시간표를 변경하고자 할 때에는 소정의
변경계획서를 교무처에 제출하여야 하며 총장의 허가를
받아야 한다고 되어있는데도,
- 송호대학교 ○과는 2021학년도 2학기 교육과정을 운영
하면서, 학생들의 동의를 받았다는 사유로 총장의
허가도 받지 않고, 1학년 사회복지정책론(담당교수 Y,
수업시간 09:10~12:0, 3학점) 과목을 1시간 가량 단축하여
운영(09:10~1:0)하는 등【붙임】“2021학년도 2학기
단축수업 교과목 현황”과 같이 2021학년도 2학기 시작
일부터 종료일까지 1학기 동안 학생들의 동의를 받
았다는 사유로 총장의 허가도 받지 않고, 위 사회복
지정책론(3학점) 등 토요일 수업 4개 교과목(12학점)을
단축 운영한 사실이 있음"
2021,송호대학교,회계부분감사,온라인 시험시간 임의 연장 부적정,"◦ 사립학교법 제5조에 따라 준용되는 국가공무원법
제56조에 따르면 모든 공무원은 법령을 준수하며 성실히
직무를 수행하여야 한다고 되어있고, 송호대학교 교직원
복무규정 제3조 및 제4조에 따르면 교직원은 대학교의
봉직자로서 직무를 민주적이고 능률적으로 수행하기
위하여 창의와 성실로써 맡은 바 책임을 완수하여야
하며, 교직원은 공사를 분별하여 공정하게 업무를 처리
하고 인권을 존중하며 친절하고 신속·정확하게 업무를
처리하여야 한다고 되어 있고, 송호대학교 교육윤리
운영규정 제16조에 따르면 교원은 학생의 학습활동에
대한 평가와 관련된 공정한 평가기준을 마련하여 명확히
제시하며, 그러한 평가기준에 적합한 평가를 수행하고,
성적평가에 있어 공정과 공평을 기하며, 자신의 강의평가
결과에 유리하도록 학생에게 공정성을 해치는 개인적인
영향을 주어서는 아니된다고 되어 있는데도,
- 송호대학교 □과 Z는 2020. 5. 28. 임상화학1 과목에
대한 1학기 중간고사를 온라인(이러닝센터)으로 시행
하면서, 시험시간을 40분으로 공지하였음에도, AA
등 시험 대상자 26명 중 성명 불상의 14명만 시간
내 답안을 제출하고, 나머지 12명이 시간 내 답안을
제출하지 못하자, 모든 학생이 답안을 제출할 때까지
시험시간을 임의 연장한 사실이 있음
※ 시험 당일 Z와 학생들의 문자 내용 확인"
2021,송호대학교,회계부분감사,졸업유예 학생 등록금 감면 절차 부적정,"◦ 사학기관 재무·회계 규칙 제4조에 따르면 법인과
학교의 재무와 회계는 건전하게 운영하여 한다고 되어
있고, 송호대학교 학칙 제48조 및 제49조에 따르면
학생은 매학기 등록시기에 입학금 및 등록금(수업료) 등
총장이 정하는 납입금을 납부하여야 하나, 3학기 이상의
다학기제 운영 학과와 학점당 등록에 관한 사항은 총장이
따로 정하며, 총장은 품행이 단정하고 학업성적이 우수한
자 및 보훈대상 자녀에 대하여 납입금의 일부 또는
전부를 감면할 수 있고, 국가유공자 및 그 자녀에게는
관련법령에 의하여 납입금을 감면할 수 있다고 되어
있으며, 송호대학교 학칙시행세칙 제56조에 따르면
수업년한 경과자로서 졸업에 필요한 소요학점을 취득
하지 못하여 수강등록을 하는 학생은 4학점부터 6학점
까지의 경우 해당 학기 학과/학년 등록금의 3분의 1
해당액을 징수한다고 되어 있는데도,
- 송호대학교는 2021. 2. 10. ♤과(산) AB 학생의 현장
실습 2개 과목, 6학점(사회복지현장실습 3학점, 평생교육
현장실습 3학점)에 대해 F학점 처리 및 졸업을 유예시키는
것으로 결정(사유 : 현장실습시간 부족)한 뒤, 총장이 정한
등록금 감면사유가 없음에도 등록금 783,30원을 감면
하는 등【붙임】“졸업유예학생 등록금 감면 현황”과
같이 위 AB 등 학생 20명에 대한 총장이 정한 등록금
감면사유가 없음에도 등록금 합계 15,66,60원
(783,30원 × 20명)을 감면한 사실이 있음"
2021,세명대학교,종합감사,기부금 업무처리 부적정,"◦ 사립학교법 제29조 제1항에 따르면 학교법인의 회계는
그가 설치·경영하는 학교에 속하는 회계와 법인의 업무에
속하는 회계로 구분하고, 같은 법 시행령 제13조 제1항
제8의2호에 따르면 학교가 학교교육에 사용할 목적으로
받은 기부금은 교비회계의 세입으로 하도록 되어 있으며,
법인세법 제24조 및 소득세법 제34조에 따르면
기부금 중 사립학교나 비영리 교육재단에 학교의 시
설비․교육비․장학금․연구비로 지출하는 기부금은
‘법정기부금’, 학교법인 등의 고유목적에 사용되는 기부금은
‘지정기부금’이라고 되어 있는데도,
- 학교법인 대원교육재단은 2018. 3. 16. ○○ 충청정책
지원부가 법인운영을 위해 기부한 20,00천원에 대해
법정기부금 영수증을 발급하는 등【붙임】“지정기부금
에 대한 법정기부금 발급 현황”과 같이 2018. 4.부터
2019. 2.까지 위 ○○ 충청정책지원부 등 17명이 법인
운영을 위해 기부한 합계 3,563,00천원에 대해 법정
기부금 영수증을 발급한 사실이 있음"
2021,세명대학교,종합감사,일반경쟁 입찰 대상 수의계약,"◦ 사학기관 재무·회계 규칙 제35조에 따르면 예정가격이
국가를 당사자로 하는 계약에 관한 법률 시행령 제26조
제1항 제5호 가목의 규정에 의한 금액(물품 제조·구매
및 용역 2천만원)을 초과하는 계약의 체결에 있어서는
일반경쟁에 부치도록 하고 있는데도,
- 세명대학교 부속 제천한방병원은 2017. 3. 1. 일반경쟁
입찰 대상인 ‘2017년 한약재 구입’을 □□(대표 A)과
수의계약(금액 237,653천원)하는 등【붙임】“일반경쟁입찰
대상 수의계약 체결 현황”과 같이 세명대학교 부속
제천한방병원 및 충주한방병원은 2017. 3.부터 2021. 3.
까지 위 ‘2017년 한약재 구입’ 등 일반경쟁입찰대상
물품·용역 구매 총 73건(제천 35건+충주 38건)을 수의계약
(금액 합계 5,659,945천원)한 사실이 있음"
